1,3,4,2252,1,0.4758,0.5174,False
2,3,4,2252,1,0.4758,0.5375,False
3,3,4,2252,1,0.4758,0.5649,False
4,3,4,2252,1,0.4758,0.5618,False
5,3,4,2252,1,0.4758,0.59,False
6,3,4,2252,1,0.4758,0.5946,False
7,3,4,2252,1,0.4758,0.6073,False
8,3,4,2252,1,0.4758,0.6081,False
9,3,4,2252,1,0.4758,0.6006,False
10,3,4,2252,1,0.4758,0.5998,False
11,3,4,2252,1,0.4758,0.6143,False
12,3,4,2252,1,0.4758,0.6144,False
13,3,4,2252,1,0.4758,0.6225,False
14,3,4,2252,1,0.4758,0.6298,False
15,3,4,2252,1,0.4758,0.632,False
16,3,4,2252,1,0.4758,0.6249,False
17,3,4,2252,1,0.4758,0.6245,False
18,3,4,2252,1,0.4758,0.6337,False
19,3,4,2252,1,0.4758,0.6318,False
20,3,4,2252,1,0.4758,0.6319,False
21,3,4,2252,1,0.4758,0.6305,False
22,3,4,2252,1,0.4758,0.6412,False
23,3,4,2252,1,0.4758,0.6342,False
24,3,4,2252,1,0.4758,0.6359,False
25,3,4,2252,1,0.4758,0.6378,False
26,3,4,2252,1,0.4758,0.6355,False
27,3,4,2252,1,0.4758,0.6366,False
28,3,4,2252,1,0.4758,0.6397,False
29,3,4,2252,1,0.4758,0.6369,False
30,3,4,2252,1,0.4758,0.6409,False
31,3,4,2252,1,0.4758,0.6362,False
32,3,4,2252,1,0.4758,0.6412,False
33,3,4,2252,1,0.4758,0.6417,False
34,3,4,2252,1,0.4758,0.6397,False
35,3,4,2252,1,0.4758,0.6406,False
36,3,4,2252,1,0.4758,0.6408,False
37,3,4,2252,1,0.4758,0.6438,False
38,3,4,2252,1,0.4758,0.6429,False
39,3,4,2252,1,0.4758,0.6445,False
40,3,4,2252,1,0.4758,0.6456,False
40,3,4,2252,1,0.4758,0.6456,False
