1,0,0.85186267,0.6419877
1,1,0.3620982,2.7062936
1,2,0.48085588,1.1318754
1,3,1.8724898,0.8424653
1,4,2.3328278,0.9968591
1,5,1.5775717,0.80327344
1,6,0.5265736,0.76012874
1,7,0.25893834,1.4206288
1,8,0.49342185,1.6328684
1,9,0.42730728,1.1996683
1,10,0.49601272,0.8336515
1,11,1.0632073,0.6268874
1,12,1.6331737,0.7566247
1,13,1.6754113,0.7807718
1,14,1.0717553,0.5706882
1,15,0.6294917,0.735306
1,16,0.4857795,0.8896042
1,17,0.399436,0.9989496
1,18,0.524177,0.877879
1,19,0.78194255,0.5963428
1,20,1.1194758,0.51475793
1,21,1.3998739,0.5193972
1,22,1.3197877,0.5354475
1,23,1.0274742,0.55548036
1,24,0.6925486,0.6252214
1,25,0.50277656,0.9090573
1,26,0.3988913,0.8229038
1,27,0.5299894,0.73092526
1,28,0.6519255,0.62891436
1,29,0.85797685,0.6005379
1,30,0.92914194,0.6393407
1,31,0.76968694,0.6311308
1,32,0.6134504,0.6801066
1,33,0.5301478,0.7217073
1,34,0.5020605,0.73371685
1,35,0.545727,0.6751927
1,36,0.6330293,0.65369534
1,37,0.77546996,0.61025196
1,38,0.8767188,0.5733042
1,39,0.8481471,0.5762314
1,40,0.66898996,0.6233866
1,41,0.49420947,0.66286784
1,42,0.4011439,0.8738297
1,43,0.47071373,0.72648865
1,44,0.60094905,0.63903636
1,45,0.72866565,0.6237633
1,46,0.80474776,0.5569339
1,47,0.76269644,0.57263553
1,48,0.60279506,0.6270451
1,49,0.52303386,0.67876863
1,50,0.5759649,0.63098866
2,0,0.6104482,0.5875604
2,1,0.64575815,0.6247649
2,2,0.6609014,0.6073177
2,3,0.68440604,0.5833445
2,4,0.62727225,0.606263
2,5,0.5632554,0.6194758
2,6,0.51725525,0.6325178
2,7,0.50307983,0.6700037
2,8,0.52820224,0.6242665
2,9,0.56410235,0.6181528
2,10,0.63408315,0.5845594
2,11,0.70513195,0.54855233
2,12,0.69195414,0.5554085
2,13,0.68185973,0.58427715
2,14,0.6221177,0.57947725
2,15,0.5924585,0.5800128
2,16,0.5609609,0.6319901
2,17,0.61759347,0.59239745
2,18,0.6628051,0.5822879
2,19,0.6374183,0.619799
2,20,0.5643464,0.6143044
2,21,0.4904851,0.65502214
2,22,0.4601249,0.69280124
2,23,0.5134623,0.634821
2,24,0.57490313,0.61235636
2,25,0.660254,0.5474953
2,26,0.67431945,0.5943412
2,27,0.6722814,0.5661949
2,28,0.6357533,0.570614
2,29,0.62562644,0.6110931
2,30,0.6081734,0.5638487
2,31,0.57564014,0.57918024
2,32,0.6330633,0.61585253
2,33,0.69365436,0.56606936
2,34,0.8346979,0.52425194
2,35,0.84422463,0.50487167
2,36,0.6420565,0.5884093
2,37,0.44124743,0.66533536
2,38,0.39105904,0.661848
2,39,0.4189674,0.6623274
2,40,0.45633295,0.6543351
2,41,0.51630336,0.6088958
2,42,0.5650928,0.6049873
2,43,0.5399887,0.60135424
2,44,0.51915216,0.63458383
2,45,0.5004058,0.6283478
2,46,0.5356886,0.5873383
2,47,0.65429527,0.5633879
2,48,0.7195342,0.56306124
2,49,0.68970287,0.53041357
2,50,0.61785996,0.6028892
3,0,0.5649227,0.60901254
3,1,0.60263705,0.570773
3,2,0.62112886,0.5909646
3,3,0.6716464,0.54341567
3,4,0.65174335,0.55330443
3,5,0.5672276,0.5759907
3,6,0.49857503,0.60341036
3,7,0.5364302,0.62501526
3,8,0.5464953,0.5469026
3,9,0.63534,0.60261863
3,10,0.66397905,0.55583924
3,11,0.5754891,0.58400905
3,12,0.535334,0.59668875
3,13,0.56983274,0.6001704
3,14,0.56410575,0.5586323
3,15,0.5783205,0.6026334
3,16,0.5430081,0.566296
3,17,0.52941334,0.5658438
3,18,0.527457,0.58754724
3,19,0.5666547,0.5829793
3,20,0.61612177,0.538309
3,21,0.6081811,0.54256827
3,22,0.5343225,0.6309636
3,23,0.50298446,0.5996477
3,24,0.506422,0.60384077
3,25,0.57617325,0.49048838
3,26,0.6942096,0.56229955
3,27,0.6569927,0.5597609
3,28,0.47776407,0.54833543
3,29,0.36470893,0.7103355
3,30,0.42555708,0.62376374
3,31,0.5520716,0.5788775
3,32,0.7232028,0.5006606
3,33,0.7714398,0.5392644
3,34,0.58808476,0.52562034
3,35,0.38705808,0.63485706
3,36,0.34770522,0.69054693
3,37,0.37130424,0.619107
3,38,0.50555015,0.5377624
3,39,0.66660553,0.5229324
3,40,0.6939949,0.5804169
3,41,0.5383727,0.58595383
3,42,0.47231174,0.58715886
3,43,0.52005243,0.7399326
3,44,0.6332527,0.52079165
3,45,0.7947123,0.5621118
3,46,0.7068064,0.4708725
3,47,0.45927793,0.59572685
3,48,0.38053378,0.6937827
3,49,0.3316781,0.6445358
3,50,0.4757987,0.59853387
4,0,0.62362653,0.5038033
4,1,0.6863182,0.5616211
4,2,0.61545265,0.52271795
4,3,0.5171881,0.55201215
4,4,0.51980346,0.6382403
4,5,0.52560896,0.53835815
4,6,0.6665746,0.51915747
4,7,0.6641896,0.5389691
4,8,0.5676882,0.58743376
4,9,0.47628608,0.5450592
4,10,0.3706764,0.58120364
4,11,0.3858195,0.64138585
4,12,0.46914077,0.59192795
4,13,0.48436728,0.5856723
4,14,0.48236296,0.52267677
4,15,0.45995846,0.5805023
4,16,0.4226214,0.6223969
4,17,0.50163776,0.5966491
4,18,0.6269456,0.51221496
4,19,0.6950506,0.4824018
4,20,0.63485146,0.5274635
4,21,0.57165223,0.5555823
4,22,0.53016704,0.5547153
4,23,0.5197684,0.59902793
4,24,0.54403543,0.5397023
4,25,0.53960633,0.51023513
4,26,0.3919222,0.6050326
4,27,0.34659734,0.6462848
4,28,0.304834,0.59627557
4,29,0.42788652,0.58928967
4,30,0.5176304,0.5257999
4,31,0.5607439,0.5217526
4,32,0.5460136,0.5378789
4,33,0.57308775,0.5190271
4,34,0.54322416,0.50488204
4,35,0.50497514,0.5086738
4,36,0.55886835,0.49413437
4,37,0.5206624,0.5219467
4,38,0.5154817,0.53147733
4,39,0.57071483,0.53830487
4,40,0.5626799,0.53174543
4,41,0.5876731,0.5177206
4,42,0.56061804,0.48825896
4,43,0.48837367,0.5540525
4,44,0.45964465,0.5595349
4,45,0.40369663,0.5694542
4,46,0.44259048,0.58256716
4,47,0.5878679,0.5421477
4,48,0.6684738,0.47943324
4,49,0.6318071,0.51179206
4,50,0.5504729,0.49250114
5,0,0.4444756,0.63499606
5,1,0.4117483,0.62319887
5,2,0.4855188,0.51997626
5,3,0.4807901,0.5593019
5,4,0.39555603,0.5403936
5,5,0.38053808,0.58312273
5,6,0.4291931,0.54970354
5,7,0.47186252,0.5589141
5,8,0.44686913,0.50918657
5,9,0.4652108,0.49672097
5,10,0.5301749,0.5581546
5,11,0.5606343,0.55970854
5,12,0.59017444,0.50403273
5,13,0.5512059,0.49804926
5,14,0.47197524,0.5339562
5,15,0.41563085,0.5600019
5,16,0.45059958,0.58860314
5,17,0.5070671,0.5285848
5,18,0.624449,0.5667738
5,19,0.54035974,0.51085293
5,20,0.421002,0.5392176
5,21,0.4363915,0.5868479
5,22,0.44785574,0.5542744
5,23,0.4775493,0.5488223
5,24,0.6127165,0.5031837
5,25,0.6938909,0.44485274
5,26,0.6123305,0.47389108
5,27,0.49397415,0.47982025
5,28,0.5013519,0.5265238
5,29,0.46695063,0.51214767
5,30,0.4778562,0.5172505
5,31,0.4494116,0.5051589
5,32,0.4272847,0.5207166
5,33,0.41974053,0.5999459
5,34,0.34815118,0.6508054
5,35,0.3902469,0.5230725
5,36,0.45740306,0.49141514
5,37,0.48295176,0.54825306
5,38,0.42851812,0.509063
5,39,0.50546247,0.5604952
5,40,0.6340661,0.46129084
5,41,0.6236297,0.46056432
5,42,0.48621476,0.5212184
5,43,0.43046522,0.6083767
5,44,0.47595188,0.5481174
5,45,0.59838,0.48018965
5,46,0.610844,0.4345499
5,47,0.48837724,0.53369564
5,48,0.33526534,0.57391506
5,49,0.3352308,0.60983866
5,50,0.38564998,0.5393682
6,0,0.46957177,0.5505964
6,1,0.47669637,0.54050505
6,2,0.45443505,0.5111985
6,3,0.5187224,0.58328426
6,4,0.61673206,0.50462615
6,5,0.71603453,0.48896742
6,6,0.6025972,0.5218939
6,7,0.43397403,0.5233959
6,8,0.34018233,0.61268264
6,9,0.42103207,0.52321225
6,10,0.5043141,0.50824064
6,11,0.44714513,0.5608412
6,12,0.2945121,0.59043926
6,13,0.31171697,0.6012117
6,14,0.3922654,0.58340853
6,15,0.5064986,0.5235854
6,16,0.72064775,0.47720155
6,17,0.7589889,0.41539362
6,18,0.59825766,0.46872264
6,19,0.45031625,0.50181025
6,20,0.5026847,0.5801898
6,21,0.6061445,0.44286108
6,22,0.7229912,0.42282286
6,23,0.58671135,0.47824165
6,24,0.39375913,0.5471849
6,25,0.2882291,0.61526823
6,26,0.25926885,0.5996473
6,27,0.32870427,0.5624547
6,28,0.4037904,0.574265
6,29,0.43081796,0.5499535
6,30,0.41693807,0.52805436
6,31,0.38629714,0.6552345
6,32,0.4861959,0.48827127
6,33,0.6728786,0.44898814
6,34,0.77458954,0.4015884
6,35,0.60431296,0.46684363
