1,3,4,2252,1,0.7165,0.7108,False
2,3,4,2252,1,0.7165,0.7136,False
3,3,4,2252,1,0.7165,0.7169,False
4,3,4,2252,1,0.7165,0.7089,False
5,3,4,2252,1,0.7165,0.7115,False
6,3,4,2252,1,0.7165,0.7166,False
7,3,4,2252,1,0.7165,0.7152,False
8,3,4,2252,1,0.7165,0.7156,False
9,3,4,2252,1,0.7165,0.7185,False
10,3,4,2252,1,0.7165,0.7166,False
11,3,4,2252,1,0.7165,0.719,False
12,3,4,2252,1,0.7165,0.7158,False
13,3,4,2252,1,0.7165,0.7137,False
14,3,4,2252,1,0.7165,0.7122,False
15,3,4,2252,1,0.7165,0.7191,False
16,3,4,2252,1,0.7165,0.7126,False
17,3,4,2252,1,0.7165,0.7167,False
18,3,4,2252,1,0.7165,0.7152,False
19,3,4,2252,1,0.7165,0.717,False
20,3,4,2252,1,0.7165,0.7165,False
21,3,4,2252,1,0.7165,0.7181,False
22,3,4,2252,1,0.7165,0.7226,False
23,3,4,2252,1,0.7165,0.7185,False
24,3,4,2252,1,0.7165,0.7198,False
25,3,4,2252,1,0.7165,0.7208,False
26,3,4,2252,1,0.7165,0.7217,False
27,3,4,2252,1,0.7165,0.7209,False
28,3,4,2252,1,0.7165,0.721,False
29,3,4,2252,1,0.7165,0.7193,False
30,3,4,2252,1,0.7165,0.7213,False
31,3,4,2252,1,0.7165,0.7183,False
32,3,4,2252,1,0.7165,0.7166,False
33,3,4,2252,1,0.7165,0.719,True
33,3,4,2252,1,0.7165,0.719,True
